# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2021-03-25 12:31:50 EDT       (vaww02)
#
# Data for the following 2 site(s) are contained in this file
#    USGS 06727500 FOURMILE CREEK AT ORODELL, CO
#    USGS 06730200 BOULDER CREEK AT NORTH 75TH ST. NEAR BOULDER, CO
# -----------------------------------------------------------------------------------
#
# Data provided for site 06727500
#            TS   parameter     statistic     Description
#         17657       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	17657_00060_00003	17657_00060_00003_cd
USGS	06727500	2015-06-07	53.8	A
USGS	06727500	2015-06-08	51.2	A
USGS	06727500	2015-06-09	48.0	A
USGS	06727500	2015-06-10	45.6	A
USGS	06727500	2015-06-11	44.4	A
USGS	06727500	2015-06-12	42.1	A
USGS	06727500	2015-06-13	36.7	A
USGS	06727500	2015-06-14	35.7	A
USGS	06727500	2015-06-15	33.8	A
USGS	06727500	2015-06-16	32.4	A
USGS	06727500	2015-06-17	29.8	A
USGS	06727500	2015-06-18	25.0	A:e
USGS	06727500	2015-06-19	22.7	A:e
USGS	06727500	2015-06-20	20.4	A:e
USGS	06727500	2015-06-21	19.0	A:e
USGS	06727500	2015-06-22	17.5	A:e
USGS	06727500	2015-06-23	17.7	A
USGS	06727500	2015-06-24	17.2	A
USGS	06727500	2015-06-25	17.8	A
USGS	06727500	2015-06-26	15.4	A
USGS	06727500	2015-06-27	14.0	A
USGS	06727500	2015-06-28	12.9	A
USGS	06727500	2015-06-29	11.6	A
USGS	06727500	2015-06-30	10.3	A
USGS	06727500	2015-07-01	9.85	A
USGS	06727500	2015-07-02	10.1	A
USGS	06727500	2015-07-03	9.46	A
USGS	06727500	2015-07-04	9.10	A
USGS	06727500	2015-07-05	10.5	A
USGS	06727500	2015-07-06	11.8	A
USGS	06727500	2015-07-07	13.3	A
USGS	06727500	2015-07-08	17.4	A
USGS	06727500	2015-07-09	25.5	A
USGS	06727500	2015-07-10	23.6	A
USGS	06727500	2015-07-11	21.3	A
USGS	06727500	2015-07-12	19.4	A
USGS	06727500	2015-07-13	18.2	A
USGS	06727500	2015-07-14	17.5	A
USGS	06727500	2015-07-15	16.2	A
USGS	06727500	2015-07-16	13.5	A
USGS	06727500	2015-07-17	11.0	A
USGS	06727500	2015-07-18	10.1	A
USGS	06727500	2015-07-19	9.22	A
USGS	06727500	2015-07-20	8.27	A
USGS	06727500	2015-07-21	8.30	A
USGS	06727500	2015-07-22	7.28	A
USGS	06727500	2015-07-23	6.44	A
USGS	06727500	2015-07-24	6.27	A
USGS	06727500	2015-07-25	5.91	A
USGS	06727500	2015-07-26	5.74	A
USGS	06727500	2015-07-27	5.41	A
USGS	06727500	2015-07-28	5.52	A
USGS	06727500	2015-07-29	5.47	A
USGS	06727500	2015-07-30	5.26	A
USGS	06727500	2015-07-31	5.00	A
USGS	06727500	2015-08-01	4.93	A
USGS	06727500	2015-08-02	4.59	A
USGS	06727500	2015-08-03	4.49	A
USGS	06727500	2015-08-04	4.14	A
USGS	06727500	2015-08-05	3.86	A
USGS	06727500	2015-08-06	3.35	A
USGS	06727500	2015-08-07	3.32	A
USGS	06727500	2015-08-08	3.20	A
USGS	06727500	2015-08-09	2.97	A
USGS	06727500	2015-08-10	2.91	A
USGS	06727500	2015-08-11	2.88	A
USGS	06727500	2015-08-12	2.67	A
USGS	06727500	2015-08-13	2.40	A
USGS	06727500	2015-08-14	2.25	A
USGS	06727500	2015-08-15	2.07	A
USGS	06727500	2015-08-16	2.14	A
USGS	06727500	2015-08-17	2.11	A
USGS	06727500	2015-08-18	2.13	A
USGS	06727500	2015-08-19	2.30	A
USGS	06727500	2015-08-20	1.91	A
USGS	06727500	2015-08-21	1.77	A
USGS	06727500	2015-08-22	1.83	A
USGS	06727500	2015-08-23	2.01	A
USGS	06727500	2015-08-24	1.88	A
USGS	06727500	2015-08-25	1.77	A
USGS	06727500	2015-08-26	1.69	A
USGS	06727500	2015-08-27	1.74	A
USGS	06727500	2015-08-28	1.50	A
USGS	06727500	2015-08-29	1.45	A
USGS	06727500	2015-08-30	1.50	A
USGS	06727500	2015-08-31	1.80	A
USGS	06727500	2015-09-01	1.59	A
USGS	06727500	2015-09-02	1.48	A
USGS	06727500	2015-09-03	1.43	A
USGS	06727500	2015-09-04	1.22	A
USGS	06727500	2015-09-05	1.22	A
USGS	06727500	2015-09-06	1.24	A
USGS	06727500	2015-09-07	1.50	A
USGS	06727500	2015-09-08	1.21	A
USGS	06727500	2015-09-09	1.09	A
USGS	06727500	2015-09-10	1.02	A
USGS	06727500	2015-09-11	1.05	A
USGS	06727500	2015-09-12	1.04	A
USGS	06727500	2015-09-13	1.02	A
USGS	06727500	2015-09-14	0.96	A
USGS	06727500	2015-09-15	0.99	A
USGS	06727500	2015-09-16	0.96	A
USGS	06727500	2015-09-17	1.13	A
USGS	06727500	2015-09-18	1.19	A
USGS	06727500	2015-09-19	1.07	A
USGS	06727500	2015-09-20	1.02	A
USGS	06727500	2015-09-21	0.94	A
USGS	06727500	2015-09-22	0.92	A
USGS	06727500	2015-09-23	0.95	A
USGS	06727500	2015-09-24	0.93	A
USGS	06727500	2015-09-25	0.93	A
USGS	06727500	2015-09-26	0.93	A
USGS	06727500	2015-09-27	0.87	A
USGS	06727500	2015-09-28	0.87	A
USGS	06727500	2015-09-29	1.02	A
USGS	06727500	2015-09-30	1.20	A
USGS	06727500	2015-10-01		
USGS	06727500	2015-10-02		
USGS	06727500	2015-10-03		
USGS	06727500	2015-10-04		
USGS	06727500	2015-10-05		
USGS	06727500	2015-10-06		
USGS	06727500	2015-10-07		
USGS	06727500	2015-10-08		
USGS	06727500	2015-10-09		
USGS	06727500	2015-10-10		
USGS	06727500	2015-10-11		
USGS	06727500	2015-10-12		
USGS	06727500	2015-10-13		
USGS	06727500	2015-10-14		
USGS	06727500	2015-10-15		
USGS	06727500	2015-10-16		
USGS	06727500	2015-10-17		
USGS	06727500	2015-10-18		
USGS	06727500	2015-10-19		
USGS	06727500	2015-10-20		
USGS	06727500	2015-10-21		
USGS	06727500	2015-10-22		
USGS	06727500	2015-10-23		
USGS	06727500	2015-10-24		
USGS	06727500	2015-10-25		
USGS	06727500	2015-10-26		
USGS	06727500	2015-10-27		
USGS	06727500	2015-10-28		
USGS	06727500	2015-10-29		
USGS	06727500	2015-10-30		
USGS	06727500	2015-10-31		
USGS	06727500	2015-11-01		
USGS	06727500	2015-11-02		
USGS	06727500	2015-11-03		
USGS	06727500	2015-11-04		
USGS	06727500	2015-11-05		
USGS	06727500	2015-11-06		
USGS	06727500	2015-11-07		
USGS	06727500	2015-11-08		
USGS	06727500	2015-11-09		
USGS	06727500	2015-11-10		
USGS	06727500	2015-11-11		
USGS	06727500	2015-11-12		
USGS	06727500	2015-11-13		
USGS	06727500	2015-11-14		
USGS	06727500	2015-11-15		
USGS	06727500	2015-11-16		
USGS	06727500	2015-11-17		
USGS	06727500	2015-11-18		
USGS	06727500	2015-11-19		
USGS	06727500	2015-11-20		
USGS	06727500	2015-11-21		
USGS	06727500	2015-11-22		
USGS	06727500	2015-11-23		
USGS	06727500	2015-11-24		
USGS	06727500	2015-11-25		
USGS	06727500	2015-11-26		
USGS	06727500	2015-11-27		
USGS	06727500	2015-11-28		
USGS	06727500	2015-11-29		
USGS	06727500	2015-11-30		
USGS	06727500	2015-12-01		
USGS	06727500	2015-12-02		
USGS	06727500	2015-12-03		
USGS	06727500	2015-12-04		
USGS	06727500	2015-12-05		
USGS	06727500	2015-12-06		
USGS	06727500	2015-12-07		
USGS	06727500	2015-12-08		
USGS	06727500	2015-12-09		
USGS	06727500	2015-12-10		
USGS	06727500	2015-12-11		
USGS	06727500	2015-12-12		
USGS	06727500	2015-12-13		
USGS	06727500	2015-12-14		
USGS	06727500	2015-12-15		
USGS	06727500	2015-12-16		
USGS	06727500	2015-12-17		
USGS	06727500	2015-12-18		
USGS	06727500	2015-12-19		
USGS	06727500	2015-12-20		
USGS	06727500	2015-12-21		
USGS	06727500	2015-12-22		
USGS	06727500	2015-12-23		
USGS	06727500	2015-12-24		
USGS	06727500	2015-12-25		
USGS	06727500	2015-12-26		
USGS	06727500	2015-12-27		
USGS	06727500	2015-12-28		
USGS	06727500	2015-12-29		
USGS	06727500	2015-12-30		
USGS	06727500	2015-12-31		
USGS	06727500	2016-01-01		
USGS	06727500	2016-01-02		
USGS	06727500	2016-01-03		
USGS	06727500	2016-01-04		
USGS	06727500	2016-01-05		
USGS	06727500	2016-01-06		
USGS	06727500	2016-01-07		
USGS	06727500	2016-01-08		
USGS	06727500	2016-01-09		
USGS	06727500	2016-01-10		
USGS	06727500	2016-01-11		
USGS	06727500	2016-01-12		
USGS	06727500	2016-01-13		
USGS	06727500	2016-01-14		
USGS	06727500	2016-01-15		
USGS	06727500	2016-01-16		
USGS	06727500	2016-01-17		
USGS	06727500	2016-01-18		
USGS	06727500	2016-01-19		
USGS	06727500	2016-01-20		
USGS	06727500	2016-01-21		
USGS	06727500	2016-01-22		
USGS	06727500	2016-01-23		
USGS	06727500	2016-01-24		
USGS	06727500	2016-01-25		
USGS	06727500	2016-01-26		
USGS	06727500	2016-01-27		
USGS	06727500	2016-01-28		
USGS	06727500	2016-01-29		
USGS	06727500	2016-01-30		
USGS	06727500	2016-01-31		
USGS	06727500	2016-02-01		
USGS	06727500	2016-02-02		
USGS	06727500	2016-02-03		
USGS	06727500	2016-02-04		
USGS	06727500	2016-02-05		
USGS	06727500	2016-02-06		
USGS	06727500	2016-02-07		
USGS	06727500	2016-02-08		
USGS	06727500	2016-02-09		
USGS	06727500	2016-02-10		
USGS	06727500	2016-02-11		
USGS	06727500	2016-02-12		
USGS	06727500	2016-02-13		
USGS	06727500	2016-02-14		
USGS	06727500	2016-02-15		
USGS	06727500	2016-02-16		
USGS	06727500	2016-02-17		
USGS	06727500	2016-02-18		
USGS	06727500	2016-02-19		
USGS	06727500	2016-02-20		
USGS	06727500	2016-02-21		
USGS	06727500	2016-02-22		
USGS	06727500	2016-02-23		
USGS	06727500	2016-02-24		
USGS	06727500	2016-02-25		
USGS	06727500	2016-02-26		
USGS	06727500	2016-02-27		
USGS	06727500	2016-02-28		
USGS	06727500	2016-02-29		
USGS	06727500	2016-03-01		
USGS	06727500	2016-03-02		
USGS	06727500	2016-03-03		
USGS	06727500	2016-03-04		
USGS	06727500	2016-03-05		
USGS	06727500	2016-03-06		
USGS	06727500	2016-03-07		
USGS	06727500	2016-03-08		
USGS	06727500	2016-03-09		
USGS	06727500	2016-03-10		
USGS	06727500	2016-03-11		
USGS	06727500	2016-03-12		
USGS	06727500	2016-03-13		
USGS	06727500	2016-03-14		
USGS	06727500	2016-03-15		
USGS	06727500	2016-03-16		
USGS	06727500	2016-03-17		
USGS	06727500	2016-03-18		
USGS	06727500	2016-03-19		
USGS	06727500	2016-03-20		
USGS	06727500	2016-03-21		
USGS	06727500	2016-03-22		
USGS	06727500	2016-03-23		
USGS	06727500	2016-03-24		
USGS	06727500	2016-03-25		
USGS	06727500	2016-03-26		
USGS	06727500	2016-03-27		
USGS	06727500	2016-03-28		
USGS	06727500	2016-03-29		
USGS	06727500	2016-03-30		
USGS	06727500	2016-03-31		
USGS	06727500	2016-04-01	8.80	A
USGS	06727500	2016-04-02	8.72	A
USGS	06727500	2016-04-03	9.71	A
USGS	06727500	2016-04-04	11.8	A
USGS	06727500	2016-04-05	14.3	A
USGS	06727500	2016-04-06	13.8	A
USGS	06727500	2016-04-07	13.3	A
USGS	06727500	2016-04-08	13.0	A
USGS	06727500	2016-04-09	12.7	A
USGS	06727500	2016-04-10	13.5	A
USGS	06727500	2016-04-11	14.0	A
USGS	06727500	2016-04-12	13.1	A
USGS	06727500	2016-04-13	12.3	A
USGS	06727500	2016-04-14	12.2	A
USGS	06727500	2016-04-15	13.2	A
USGS	06727500	2016-04-16	14.7	A
USGS	06727500	2016-04-17	14.0	A
USGS	06727500	2016-04-18	12.7	A
USGS	06727500	2016-04-19	13.1	A:e
USGS	06727500	2016-04-20	15.3	A
USGS	06727500	2016-04-21	27.7	A
USGS	06727500	2016-04-22	59.2	A
USGS	06727500	2016-04-23	92.0	A
USGS	06727500	2016-04-24	86.2	A
USGS	06727500	2016-04-25	63.0	A
USGS	06727500	2016-04-26	59.3	A
USGS	06727500	2016-04-27	52.4	A
USGS	06727500	2016-04-28	43.8	A
USGS	06727500	2016-04-29	40.2	A
USGS	06727500	2016-04-30	32.2	A:e
USGS	06727500	2016-05-01	28.7	A:e
USGS	06727500	2016-05-02	27.5	A:e
USGS	06727500	2016-05-03	39.8	A
USGS	06727500	2016-05-04	43.1	A
USGS	06727500	2016-05-05	43.1	A
USGS	06727500	2016-05-06	44.2	A
USGS	06727500	2016-05-07	56.3	A
USGS	06727500	2016-05-08	54.4	A
USGS	06727500	2016-05-09	50.9	A
USGS	06727500	2016-05-10	47.9	A
USGS	06727500	2016-05-11	46.2	A
USGS	06727500	2016-05-12	44.2	A
USGS	06727500	2016-05-13	40.7	A
USGS	06727500	2016-05-14	38.8	A
USGS	06727500	2016-05-15	38.1	A
USGS	06727500	2016-05-16	40.6	A
USGS	06727500	2016-05-17	37.1	A
USGS	06727500	2016-05-18	33.0	A
USGS	06727500	2016-05-19	27.0	A:e
USGS	06727500	2016-05-20	26.9	A:e
USGS	06727500	2016-05-21	25.4	A:e
USGS	06727500	2016-05-22	24.0	A:e
USGS	06727500	2016-05-23	23.0	A:e
USGS	06727500	2016-05-24	21.9	A:e
USGS	06727500	2016-05-25	21.5	A:e
USGS	06727500	2016-05-26	21.6	A:e
USGS	06727500	2016-05-27	21.0	A:e
USGS	06727500	2016-05-28	22.5	A
USGS	06727500	2016-05-29	20.7	A
USGS	06727500	2016-05-30	19.6	A
USGS	06727500	2016-05-31	19.6	A
USGS	06727500	2016-06-01	21.6	A
USGS	06727500	2016-06-02	21.3	A
USGS	06727500	2016-06-03	22.9	A
USGS	06727500	2016-06-04	25.1	A
USGS	06727500	2016-06-05	27.1	A
USGS	06727500	2016-06-06	28.9	A
USGS	06727500	2016-06-07	28.6	A
USGS	06727500	2016-06-08	28.5	A
USGS	06727500	2016-06-09	27.9	A
USGS	06727500	2016-06-10	27.0	A
USGS	06727500	2016-06-11	26.0	A
USGS	06727500	2016-06-12	25.0	A
USGS	06727500	2016-06-13	24.1	A
USGS	06727500	2016-06-14	21.8	A
USGS	06727500	2016-06-15	19.4	A
USGS	06727500	2016-06-16	17.3	A
USGS	06727500	2016-06-17	15.4	A
USGS	06727500	2016-06-18	14.1	A
USGS	06727500	2016-06-19	12.9	A
USGS	06727500	2016-06-20	12.2	A
USGS	06727500	2016-06-21	11.4	A
USGS	06727500	2016-06-22	10.5	A
USGS	06727500	2016-06-23	10.1	A
USGS	06727500	2016-06-24	9.19	A
USGS	06727500	2016-06-25	8.55	A
USGS	06727500	2016-06-26	7.83	A
USGS	06727500	2016-06-27	7.02	A
USGS	06727500	2016-06-28	6.63	A
USGS	06727500	2016-06-29	6.30	A
USGS	06727500	2016-06-30	6.17	A
USGS	06727500	2016-07-01	6.43	A
USGS	06727500	2016-07-02	5.78	A
USGS	06727500	2016-07-03	5.52	A
USGS	06727500	2016-07-04	4.92	A
USGS	06727500	2016-07-05	4.30	A
USGS	06727500	2016-07-06	3.92	A
USGS	06727500	2016-07-07	3.68	A
USGS	06727500	2016-07-08	3.55	A
USGS	06727500	2016-07-09	3.41	A
USGS	06727500	2016-07-10	3.11	A
USGS	06727500	2016-07-11	2.88	A
USGS	06727500	2016-07-12	2.73	A
USGS	06727500	2016-07-13	2.54	A
USGS	06727500	2016-07-14	2.39	A
USGS	06727500	2016-07-15	2.34	A
USGS	06727500	2016-07-16	2.33	A
USGS	06727500	2016-07-17	2.11	A
USGS	06727500	2016-07-18	2.49	A
USGS	06727500	2016-07-19	3.30	A
USGS	06727500	2016-07-20	3.13	A
USGS	06727500	2016-07-21	2.29	A
USGS	06727500	2016-07-22	1.89	A
USGS	06727500	2016-07-23	1.75	A
USGS	06727500	2016-07-24	1.57	A
USGS	06727500	2016-07-25	1.62	A
USGS	06727500	2016-07-26	1.38	A
USGS	06727500	2016-07-27	1.23	A
USGS	06727500	2016-07-28	1.12	A
USGS	06727500	2016-07-29	1.01	A
USGS	06727500	2016-07-30	0.96	A
USGS	06727500	2016-07-31	0.84	A
USGS	06727500	2016-08-01	0.83	A
USGS	06727500	2016-08-02	0.77	A
USGS	06727500	2016-08-03	0.67	A
USGS	06727500	2016-08-04	0.60	A
USGS	06727500	2016-08-05	0.92	A
USGS	06727500	2016-08-06	0.99	A
USGS	06727500	2016-08-07	0.81	A
USGS	06727500	2016-08-08	0.57	A
USGS	06727500	2016-08-09	0.46	A
USGS	06727500	2016-08-10	0.46	A
USGS	06727500	2016-08-11	0.45	A
USGS	06727500	2016-08-12	0.40	A
USGS	06727500	2016-08-13	0.34	A
USGS	06727500	2016-08-14	0.30	A
USGS	06727500	2016-08-15	0.30	A
USGS	06727500	2016-08-16	0.47	A
USGS	06727500	2016-08-17	0.48	A
USGS	06727500	2016-08-18	0.46	A
USGS	06727500	2016-08-19	0.72	A
USGS	06727500	2016-08-20	1.36	A
USGS	06727500	2016-08-21	1.00	A
USGS	06727500	2016-08-22	0.67	A
USGS	06727500	2016-08-23	0.60	A
USGS	06727500	2016-08-24	0.70	A
USGS	06727500	2016-08-25	1.06	A
USGS	06727500	2016-08-26	0.84	A
USGS	06727500	2016-08-27	0.60	A
USGS	06727500	2016-08-28	0.44	A
USGS	06727500	2016-08-29	0.44	A
USGS	06727500	2016-08-30	8.22	A
USGS	06727500	2016-08-31	2.55	A
USGS	06727500	2016-09-01	0.97	A
USGS	06727500	2016-09-02	0.83	A
USGS	06727500	2016-09-03	0.93	A
USGS	06727500	2016-09-04	0.98	A
USGS	06727500	2016-09-05	0.73	A
USGS	06727500	2016-09-06	0.68	A
USGS	06727500	2016-09-07	0.64	A
USGS	06727500	2016-09-08	0.57	A
USGS	06727500	2016-09-09	0.51	A
USGS	06727500	2016-09-10	0.52	A
USGS	06727500	2016-09-11	0.43	A
USGS	06727500	2016-09-12	0.38	A
USGS	06727500	2016-09-13	0.63	A
USGS	06727500	2016-09-14	0.91	A
USGS	06727500	2016-09-15	0.89	A
USGS	06727500	2016-09-16	0.79	A
USGS	06727500	2016-09-17	0.70	A
USGS	06727500	2016-09-18	0.61	A
USGS	06727500	2016-09-19	0.56	A
USGS	06727500	2016-09-20	0.52	A
USGS	06727500	2016-09-21	0.50	A
USGS	06727500	2016-09-22	0.56	A
USGS	06727500	2016-09-23	0.58	A
USGS	06727500	2016-09-24	0.51	A
USGS	06727500	2016-09-25	0.54	A
USGS	06727500	2016-09-26	0.54	A
USGS	06727500	2016-09-27	0.53	A
USGS	06727500	2016-09-28	0.50	A
USGS	06727500	2016-09-29	0.51	A
USGS	06727500	2016-09-30	0.52	A
USGS	06727500	2016-10-01		
USGS	06727500	2016-10-02		
USGS	06727500	2016-10-03		
USGS	06727500	2016-10-04		
USGS	06727500	2016-10-05		
USGS	06727500	2016-10-06		
USGS	06727500	2016-10-07		
USGS	06727500	2016-10-08		
USGS	06727500	2016-10-09		
USGS	06727500	2016-10-10		
USGS	06727500	2016-10-11		
USGS	06727500	2016-10-12		
USGS	06727500	2016-10-13		
USGS	06727500	2016-10-14		
USGS	06727500	2016-10-15		
USGS	06727500	2016-10-16		
USGS	06727500	2016-10-17		
USGS	06727500	2016-10-18		
USGS	06727500	2016-10-19		
USGS	06727500	2016-10-20		
USGS	06727500	2016-10-21		
USGS	06727500	2016-10-22		
USGS	06727500	2016-10-23		
USGS	06727500	2016-10-24		
USGS	06727500	2016-10-25		
USGS	06727500	2016-10-26		
USGS	06727500	2016-10-27		
USGS	06727500	2016-10-28		
USGS	06727500	2016-10-29		
USGS	06727500	2016-10-30		
USGS	06727500	2016-10-31		
USGS	06727500	2016-11-01		
USGS	06727500	2016-11-02		
USGS	06727500	2016-11-03		
USGS	06727500	2016-11-04		
USGS	06727500	2016-11-05		
USGS	06727500	2016-11-06		
USGS	06727500	2016-11-07		
USGS	06727500	2016-11-08		
USGS	06727500	2016-11-09		
USGS	06727500	2016-11-10		
USGS	06727500	2016-11-11		
USGS	06727500	2016-11-12		
USGS	06727500	2016-11-13		
USGS	06727500	2016-11-14		
USGS	06727500	2016-11-15		
USGS	06727500	2016-11-16		
USGS	06727500	2016-11-17		
USGS	06727500	2016-11-18		
USGS	06727500	2016-11-19		
USGS	06727500	2016-11-20		
USGS	06727500	2016-11-21		
USGS	06727500	2016-11-22		
USGS	06727500	2016-11-23		
USGS	06727500	2016-11-24		
USGS	06727500	2016-11-25		
USGS	06727500	2016-11-26		
USGS	06727500	2016-11-27		
USGS	06727500	2016-11-28		
USGS	06727500	2016-11-29		
USGS	06727500	2016-11-30		
USGS	06727500	2016-12-01		
USGS	06727500	2016-12-02		
USGS	06727500	2016-12-03		
USGS	06727500	2016-12-04		
USGS	06727500	2016-12-05		
USGS	06727500	2016-12-06		
USGS	06727500	2016-12-07		
USGS	06727500	2016-12-08		
USGS	06727500	2016-12-09		
USGS	06727500	2016-12-10		
USGS	06727500	2016-12-11		
USGS	06727500	2016-12-12		
USGS	06727500	2016-12-13		
USGS	06727500	2016-12-14		
USGS	06727500	2016-12-15		
USGS	06727500	2016-12-16		
USGS	06727500	2016-12-17		
USGS	06727500	2016-12-18		
USGS	06727500	2016-12-19		
USGS	06727500	2016-12-20		
USGS	06727500	2016-12-21		
USGS	06727500	2016-12-22		
USGS	06727500	2016-12-23		
USGS	06727500	2016-12-24		
USGS	06727500	2016-12-25		
USGS	06727500	2016-12-26		
USGS	06727500	2016-12-27		
USGS	06727500	2016-12-28		
USGS	06727500	2016-12-29		
USGS	06727500	2016-12-30		
USGS	06727500	2016-12-31		
USGS	06727500	2017-01-01		
USGS	06727500	2017-01-02		
USGS	06727500	2017-01-03		
USGS	06727500	2017-01-04		
USGS	06727500	2017-01-05		
USGS	06727500	2017-01-06		
USGS	06727500	2017-01-07		
USGS	06727500	2017-01-08		
USGS	06727500	2017-01-09		
USGS	06727500	2017-01-10		
USGS	06727500	2017-01-11		
USGS	06727500	2017-01-12		
USGS	06727500	2017-01-13		
USGS	06727500	2017-01-14		
USGS	06727500	2017-01-15		
USGS	06727500	2017-01-16		
USGS	06727500	2017-01-17		
USGS	06727500	2017-01-18		
USGS	06727500	2017-01-19		
USGS	06727500	2017-01-20		
USGS	06727500	2017-01-21		
USGS	06727500	2017-01-22		
USGS	06727500	2017-01-23		
USGS	06727500	2017-01-24		
USGS	06727500	2017-01-25		
USGS	06727500	2017-01-26		
USGS	06727500	2017-01-27		
USGS	06727500	2017-01-28		
USGS	06727500	2017-01-29		
USGS	06727500	2017-01-30		
USGS	06727500	2017-01-31		
USGS	06727500	2017-02-01		
USGS	06727500	2017-02-02		
USGS	06727500	2017-02-03		
USGS	06727500	2017-02-04		
USGS	06727500	2017-02-05		
USGS	06727500	2017-02-06		
USGS	06727500	2017-02-07		
USGS	06727500	2017-02-08		
USGS	06727500	2017-02-09		
USGS	06727500	2017-02-10		
USGS	06727500	2017-02-11		
USGS	06727500	2017-02-12		
USGS	06727500	2017-02-13		
USGS	06727500	2017-02-14		
USGS	06727500	2017-02-15		
USGS	06727500	2017-02-16		
USGS	06727500	2017-02-17		
USGS	06727500	2017-02-18		
USGS	06727500	2017-02-19		
USGS	06727500	2017-02-20		
USGS	06727500	2017-02-21		
USGS	06727500	2017-02-22		
USGS	06727500	2017-02-23		
USGS	06727500	2017-02-24		
USGS	06727500	2017-02-25		
USGS	06727500	2017-02-26		
USGS	06727500	2017-02-27		
USGS	06727500	2017-02-28		
USGS	06727500	2017-03-01		
USGS	06727500	2017-03-02		
USGS	06727500	2017-03-03		
USGS	06727500	2017-03-04		
USGS	06727500	2017-03-05		
USGS	06727500	2017-03-06		
USGS	06727500	2017-03-07		
USGS	06727500	2017-03-08		
USGS	06727500	2017-03-09		
USGS	06727500	2017-03-10		
USGS	06727500	2017-03-11		
USGS	06727500	2017-03-12		
USGS	06727500	2017-03-13		
USGS	06727500	2017-03-14		
USGS	06727500	2017-03-15		
USGS	06727500	2017-03-16		
USGS	06727500	2017-03-17		
USGS	06727500	2017-03-18		
USGS	06727500	2017-03-19		
USGS	06727500	2017-03-20		
USGS	06727500	2017-03-21		
USGS	06727500	2017-03-22		
USGS	06727500	2017-03-23		
USGS	06727500	2017-03-24		
USGS	06727500	2017-03-25		
USGS	06727500	2017-03-26		
USGS	06727500	2017-03-27		
USGS	06727500	2017-03-28		
USGS	06727500	2017-03-29		
USGS	06727500	2017-03-30		
USGS	06727500	2017-03-31		
USGS	06727500	2017-04-01	4.50	A
USGS	06727500	2017-04-02	4.23	A
USGS	06727500	2017-04-03	4.47	A
USGS	06727500	2017-04-04	5.53	A
USGS	06727500	2017-04-05	6.00	A
USGS	06727500	2017-04-06	6.71	A
USGS	06727500	2017-04-07	7.99	A
USGS	06727500	2017-04-08	7.91	A
USGS	06727500	2017-04-09	8.17	A
USGS	06727500	2017-04-10	8.05	A
USGS	06727500	2017-04-11	7.73	A
USGS	06727500	2017-04-12	7.22	A
USGS	06727500	2017-04-13	7.17	A
USGS	06727500	2017-04-14	7.55	A
USGS	06727500	2017-04-15	7.93	A
USGS	06727500	2017-04-16	8.61	A
USGS	06727500	2017-04-17	7.99	A
USGS	06727500	2017-04-18	6.79	A
USGS	06727500	2017-04-19	7.44	A
USGS	06727500	2017-04-20	8.69	A
USGS	06727500	2017-04-21	9.45	A
USGS	06727500	2017-04-22	8.68	A
USGS	06727500	2017-04-23	7.96	A
USGS	06727500	2017-04-24	7.19	A
USGS	06727500	2017-04-25	6.98	A
USGS	06727500	2017-04-26	6.96	A
USGS	06727500	2017-04-27	7.16	A
USGS	06727500	2017-04-28	7.19	A
USGS	06727500	2017-04-29	7.34	A
USGS	06727500	2017-04-30	7.38	A
USGS	06727500	2017-05-01	7.53	A
USGS	06727500	2017-05-02	7.08	A
USGS	06727500	2017-05-03	6.92	A
USGS	06727500	2017-05-04	6.36	A
USGS	06727500	2017-05-05	6.15	A
USGS	06727500	2017-05-06	6.26	A
USGS	06727500	2017-05-07	7.20	A
USGS	06727500	2017-05-08	9.04	A
USGS	06727500	2017-05-09	13.0	A
USGS	06727500	2017-05-10	16.5	A
USGS	06727500	2017-05-11	29.5	A
USGS	06727500	2017-05-12	27.8	A
USGS	06727500	2017-05-13	27.8	A
USGS	06727500	2017-05-14	27.5	A
USGS	06727500	2017-05-15	27.0	A
USGS	06727500	2017-05-16	26.2	A
USGS	06727500	2017-05-17	25.3	A
USGS	06727500	2017-05-18	37.8	A
USGS	06727500	2017-05-19	33.9	A
USGS	06727500	2017-05-20	47.5	A
USGS	06727500	2017-05-21	74.4	A
USGS	06727500	2017-05-22	105	A
USGS	06727500	2017-05-23	109	A
USGS	06727500	2017-05-24	87.1	A
USGS	06727500	2017-05-25	126	A
USGS	06727500	2017-05-26	88.8	A
USGS	06727500	2017-05-27	60.1	A
USGS	06727500	2017-05-28	53.7	A
USGS	06727500	2017-05-29	50.4	A
USGS	06727500	2017-05-30	43.1	A
USGS	06727500	2017-05-31	37.4	A
